title,price,src,type
【小米优选】小米 红米redmi Note12 Turbo  新品 5G,2599.0,https://img11.360buyimg.com/n7/jfs/t1/214450/2/29255/111864/6444ea10F2e5ad7ec/3996678cb6fc1e77.jpg,手机
"	
vivo Y66  智能安卓",186.0,https://img14.360buyimg.com/n7/jfs/t1/168681/25/38524/56151/6449dd52Fcee32715/6f95c9e36b17cf8a.png,手机
"	
激活未使用Apple iPhone 14 ProMax 苹果14 ProMax 二手",8249.0,https://img14.360buyimg.com/n7/jfs/t1/124710/37/31985/79845/6449bd97Fab35b56f/fcfdc9beae51ca22.png,手机
乐视 Y1Pro+ 八核智能,489.0,https://img12.360buyimg.com/n7/jfs/t1/196555/9/32122/34948/63c41416F265aaf89/7a4dffa03a71e497.jpg,手机
诺基亚（NOKIA）215 4G支付版 移动联通电信三网4G 黑色 直板按键 双卡双待 备用功能机 老人老年,249.0,https://img11.360buyimg.com/n7/jfs/t1/214999/2/21405/94261/6322cad0Ecbe96da7/f6df5ffaa6683168.jpg,手机
"	
华为 HUAWEI P40 Pro(5G) 安卓智能 华为 二手",2519.0,https://img11.360buyimg.com/n7/jfs/t1/178540/23/31231/44190/63f4869aF80008f58/4f7732652f4deb4e.jpg,手机
"	
HUAWEI 华为P40 Pro 5G 二手华为 亮黑色5000万徕卡四摄 50倍数字变焦 95新 亮黑色 8G+128G (5G-送40w快充) 95成新",2179.0,https://img14.360buyimg.com/n7/jfs/t1/133621/33/36197/409659/64494bfeFa37fd54f/c9f4c00aaed7ca75.png,手机
Redmi K50 至尊版 骁龙8+旗舰处理器 1亿像素光学防抖 120W+5000mAh 12GB+256GB 银迹  小米红米K50 Ultra,2799.0,https://img12.360buyimg.com/n7/jfs/t1/200283/15/33393/35093/6437584fFd4b08bb5/1009ce1b62290171.jpg,手机
Redmi 12C Helio G85 性能芯 5000万高清双摄 5000mAh长续航 4GB+64GB 暗影黑 智能,669.0,https://img12.360buyimg.com/n7/jfs/t1/76282/25/21458/54100/6440eeaeF9a466201/6936ff6758b8fb2e.jpg,手机
Apple 苹果 iPhone 14 Pro Max 深空黑色 128GB,8999.0,https://img14.360buyimg.com/n7/jfs/t1/102204/29/32374/19859/641401f9F0c63dfd7/3f185892ae0257ad.jpg,手机
摩托罗拉moto X30 Pro 全新骁龙8+ 2亿像素 125W闪充+50W无线充 144Hz曲面臻彩屏 5G,3799.0,https://img11.360buyimg.com/n7/jfs/t1/203683/13/23486/96280/64465934Ff95c9c4d/ef8d60bcf7ca8dc5.jpg,手机
vivo X Note 12GB+256GB 璨夜黑 7英寸2K+ E5超感宽幕 3D大面积指纹 旗舰骁龙8 Gen1 5G 大屏 ,4499.0,https://img10.360buyimg.com/n7/jfs/t1/73696/32/18528/134367/6441515cF355f759f/144be968044457f7.jpg,手机
【现货速发】OPPO Find N oppo,5379.0,https://img13.360buyimg.com/n7/jfs/t1/173576/2/33935/108940/6444cf7dFcba36465/cf036b2c498ba75e.jpg,手机
Apple iPhone 苹果14 Plus 5G,5599.0,https://img14.360buyimg.com/n7/jfs/t1/76615/39/24933/21035/6401bed1F4b53f2ce/2f112226b048e7af.jpg,手机
OPPO 一加 Ace 2 满血版骁龙8+旗舰平台 1.5K灵犀屏 超帧超画引擎 5G游戏电竞,3099.0,https://img11.360buyimg.com/n7/jfs/t1/170291/15/37126/30643/643524cfF1afeb596/185142db5b1f872c.jpg,手机
